sex,race,region,urban,gifted,ice_cream,earningsat25
male,Not Black/Hispanic,1,1,0,Vanilla,12000
male,Not Black/Hispanic,1,1,0,Vanilla,18000
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,None,0
female,Hispanic,1,1,1,Vanilla,35000
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,1,0,Vanilla,37000
male,Not Black/Hispanic,1,1,1,Strawberry,17000
female,Not Black/Hispanic,1,1,1,None,30000
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Chocolate,40000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Butter Pecan,0
male,Not Black/Hispanic,1,1,0,Strawberry,0
male,Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Strawberry,0
female,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,0,Vanilla,22000
male,Not Black/Hispanic,1,0,0,Strawberry,0
female,Hispanic,1,0,0,Vanilla,30000
female,Not Black/Hispanic,1,0,0,Strawberry,0
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Vanilla,36000
male,Not Black/Hispanic,1,1,0,Vanilla,20000
male,Not Black/Hispanic,1,1,0,Strawberry,38000
male,Not Black/Hispanic,1,1,0,Strawberry,55000
male,Not Black/Hispanic,1,1,0,Vanilla,15000
male,Not Black/Hispanic,1,1,0,Chocolate,26000
male,Not Black/Hispanic,1,1,0,Chocolate,10000
male,Not Black/Hispanic,1,1,0,None,0
female,Not Black/Hispanic,1,1,0,Chocolate,36500
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Chocolate,20000
male,Not Black/Hispanic,1,1,0,None,5985
female,Not Black/Hispanic,1,1,0,Chocolate,112215
male,Not Black/Hispanic,1,1,0,Strawberry,0
female,Not Black/Hispanic,1,1,0,None,10000
male,Not Black/Hispanic,1,1,1,Vanilla,21000
male,Not Black/Hispanic,1,1,0,Chocolate,25000
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Vanilla,36000
male,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,1,0,Strawberry,0
male,Hispanic,1,1,0,Vanilla,25000
male,Not Black/Hispanic,1,1,0,None,26000
male,Not Black/Hispanic,1,1,0,Vanilla,0
female,Hispanic,1,1,0,Vanilla,0
male,Hispanic,1,1,0,Vanilla,34000
male,Not Black/Hispanic,1,1,0,Chocolate,40000
female,Hispanic,1,1,1,None,37000
male,Black,1,1,0,Chocolate,0
male,Black,1,1,0,Chocolate,0
female,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Vanilla,27000
male,Hispanic,1,1,0,Butter Pecan,0
female,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,0,0,Butter Pecan,35000
male,Not Black/Hispanic,1,0,0,Strawberry,0
male,Not Black/Hispanic,1,1,1,Vanilla,40000
male,Not Black/Hispanic,1,1,0,Vanilla,30000
male,Not Black/Hispanic,1,1,0,Chocolate,32000
female,Not Black/Hispanic,1,1,0,Vanilla,15000
male,Not Black/Hispanic,1,1,0,Chocolate,27000
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Chocolate,30000
male,Not Black/Hispanic,1,1,0,Strawberry,35000
female,Not Black/Hispanic,1,1,0,Chocolate,10000
female,Not Black/Hispanic,1,1,0,None,18000
male,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Chocolate,0
male,Black,1,1,1,Chocolate,0
male,Black,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,None,6000
male,Not Black/Hispanic,1,1,0,Strawberry,0
male,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Vanilla,43000
male,Not Black/Hispanic,1,1,1,Vanilla,0
male,Not Black/Hispanic,1,1,0,None,17000
male,Not Black/Hispanic,1,1,0,Strawberry,25000
female,Not Black/Hispanic,1,1,0,Chocolate,25000
male,Not Black/Hispanic,1,1,0,Strawberry,9000
male,Not Black/Hispanic,1,1,0,Chocolate,25000
male,Not Black/Hispanic,1,1,0,Chocolate,45000
male,Not Black/Hispanic,1,1,0,Vanilla,15000
male,Black,1,1,0,Strawberry,7000
female,Black,1,1,0,Vanilla,14000
female,Not Black/Hispanic,1,1,0,Vanilla,37000
male,Not Black/Hispanic,1,1,0,Strawberry,34000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Strawberry,5000
female,Not Black/Hispanic,1,1,0,Strawberry,0
female,Not Black/Hispanic,1,1,0,Strawberry,10000
female,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,1,0,None,18000
male,Not Black/Hispanic,1,1,0,Strawberry,20000
male,Not Black/Hispanic,1,1,0,Vanilla,28000
male,Not Black/Hispanic,1,1,1,Chocolate,11500
male,Not Black/Hispanic,1,1,1,Chocolate,65000
male,Not Black/Hispanic,1,1,1,Chocolate,13500
male,Not Black/Hispanic,1,1,0,Chocolate,20000
female,Not Black/Hispanic,1,1,1,Vanilla,31500
male,Not Black/Hispanic,1,1,0,Chocolate,40000
female,Not Black/Hispanic,1,1,0,Butter Pecan,32000
female,Not Black/Hispanic,1,1,0,Butter Pecan,32000
female,Not Black/Hispanic,1,1,1,Strawberry,11000
female,Not Black/Hispanic,1,1,0,Strawberry,20000
male,Not Black/Hispanic,1,1,0,Vanilla,17000
female,Not Black/Hispanic,1,1,0,Vanilla,25000
female,Not Black/Hispanic,1,1,0,Vanilla,19488
male,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,1,0,None,20000
female,Not Black/Hispanic,1,1,0,None,0
female,Not Black/Hispanic,1,1,0,None,0
female,Not Black/Hispanic,1,1,0,Chocolate,18000
male,Not Black/Hispanic,1,1,0,Vanilla,60000
female,Not Black/Hispanic,1,1,0,Vanilla,50000
female,Not Black/Hispanic,1,1,0,Vanilla,38000
male,Not Black/Hispanic,1,1,0,Strawberry,50000
male,Not Black/Hispanic,1,1,0,Chocolate,14000
female,Not Black/Hispanic,1,1,0,Vanilla,24000
male,Not Black/Hispanic,1,1,0,Strawberry,32000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Chocolate,0
male,Hispanic,1,1,0,Chocolate,17000
female,Hispanic,1,1,0,Butter Pecan,0
male,Black,1,1,0,Chocolate,0
male,Black,1,1,0,Butter Pecan,0
female,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Butter Pecan,55000
male,Black,1,1,0,Vanilla,0
male,Black,1,1,0,None,0
male,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Vanilla,32000
male,Not Black/Hispanic,1,1,0,Chocolate,8000
female,Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Chocolate,50000
male,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,1,0,Chocolate,18000
male,Not Black/Hispanic,1,0,1,Chocolate,30000
male,Not Black/Hispanic,1,0,0,None,17000
male,Not Black/Hispanic,1,0,1,Chocolate,24000
male,Not Black/Hispanic,1,0,0,Chocolate,35000
male,Not Black/Hispanic,1,0,1,Vanilla,26000
male,Not Black/Hispanic,1,0,1,Chocolate,24500
male,Not Black/Hispanic,1,0,0,Chocolate,0
female,Not Black/Hispanic,1,0,1,Chocolate,50000
male,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,1,Vanilla,75000
male,Not Black/Hispanic,1,1,0,None,0
male,Hispanic,1,1,0,Chocolate,32000
male,Black,1,1,0,Vanilla,62500
male,Not Black/Hispanic,1,1,0,Chocolate,5000
male,Not Black/Hispanic,1,1,0,Vanilla,33000
female,Not Black/Hispanic,1,1,0,Chocolate,12000
male,Not Black/Hispanic,1,1,0,Chocolate,13000
male,Not Black/Hispanic,1,1,0,None,30000
male,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Strawberry,19000
female,Black,1,1,0,Vanilla,18000
female,Not Black/Hispanic,1,1,0,Vanilla,34000
male,Not Black/Hispanic,1,1,0,Chocolate,30000
male,Not Black/Hispanic,1,1,0,Chocolate,25000
male,Not Black/Hispanic,1,1,1,Strawberry,21000
female,Not Black/Hispanic,1,1,1,None,25000
male,Not Black/Hispanic,1,1,0,Butter Pecan,18000
male,Not Black/Hispanic,1,1,0,Strawberry,18500
female,Not Black/Hispanic,1,0,0,None,13000
female,Not Black/Hispanic,1,0,0,Strawberry,11000
female,Not Black/Hispanic,1,0,0,Butter Pecan,34000
male,Not Black/Hispanic,1,0,0,Strawberry,0
female,Not Black/Hispanic,1,0,0,Strawberry,60000
male,Not Black/Hispanic,1,0,0,Butter Pecan,0
female,Not Black/Hispanic,1,0,0,Chocolate,0
female,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,Vanilla,39000
male,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,Strawberry,22000
male,Not Black/Hispanic,1,0,0,Strawberry,29000
male,Not Black/Hispanic,1,1,0,Chocolate,15000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Chocolate,0
male,Hispanic,1,1,0,Vanilla,2500
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Strawberry,0
male,Not Black/Hispanic,1,1,0,Chocolate,34000
male,Hispanic,1,1,0,Vanilla,0
male,Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,1,None,0
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,1,None,20000
male,Not Black/Hispanic,1,1,0,Vanilla,54000
female,Not Black/Hispanic,1,1,0,Strawberry,0
male,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,2,0,Vanilla,12000
female,Not Black/Hispanic,1,2,0,Strawberry,0
male,Not Black/Hispanic,1,0,0,Vanilla,0
male,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,0,Vanilla,11000
male,Not Black/Hispanic,1,0,1,Chocolate,50000
female,Not Black/Hispanic,1,0,1,Vanilla,0
female,Not Black/Hispanic,1,0,0,Vanilla,300
male,Not Black/Hispanic,1,0,1,None,38000
female,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,1,Vanilla,0
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Vanilla,37000
female,Black,1,1,0,Chocolate,17000
male,Black,1,1,1,Vanilla,18000
male,Hispanic,1,1,0,Chocolate,28000
female,Hispanic,1,1,0,None,26000
female,Black,1,1,0,Strawberry,30000
female,Not Black/Hispanic,1,1,0,Butter Pecan,12000
female,Not Black/Hispanic,1,1,0,Strawberry,10000
male,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Chocolate,32000
male,Not Black/Hispanic,1,1,0,Strawberry,0
female,Not Black/Hispanic,1,1,0,Butter Pecan,0
male,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Chocolate,121993
female,Hispanic,1,1,0,Chocolate,15000
male,Hispanic,1,1,0,Strawberry,30000
female,Not Black/Hispanic,1,1,0,Vanilla,25000
female,Not Black/Hispanic,1,1,0,Strawberry,0
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Strawberry,80471
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,1,Chocolate,60000
female,Not Black/Hispanic,1,1,0,Strawberry,14000
male,Not Black/Hispanic,1,1,0,Vanilla,35000
female,Not Black/Hispanic,1,1,0,Chocolate,69342
female,Not Black/Hispanic,1,1,0,Vanilla,29000
male,Not Black/Hispanic,1,1,0,Butter Pecan,36000
male,Not Black/Hispanic,1,1,1,Vanilla,35000
male,Not Black/Hispanic,1,1,1,Chocolate,0
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Butter Pecan,48000
female,Not Black/Hispanic,1,1,0,Strawberry,8000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Vanilla,21000
female,Not Black/Hispanic,1,1,0,Vanilla,25000
male,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Butter Pecan,0
male,Not Black/Hispanic,1,1,0,None,50000
male,Not Black/Hispanic,1,1,0,Vanilla,33000
male,Not Black/Hispanic,1,0,0,Chocolate,25000
female,Not Black/Hispanic,1,0,0,None,22000
male,Not Black/Hispanic,1,0,0,Vanilla,52000
male,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Strawberry,0
female,Not Black/Hispanic,1,1,0,Strawberry,0
male,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Strawberry,0
female,Not Black/Hispanic,1,1,0,Chocolate,15000
male,Not Black/Hispanic,1,1,0,Strawberry,0
female,Not Black/Hispanic,1,2,0,Chocolate,16000
female,Not Black/Hispanic,1,2,0,Chocolate,59000
female,Not Black/Hispanic,1,1,1,Chocolate,0
male,Not Black/Hispanic,1,1,1,None,0
male,Not Black/Hispanic,1,1,0,Strawberry,24000
male,Not Black/Hispanic,1,1,0,Strawberry,40000
male,Not Black/Hispanic,1,1,0,Strawberry,11000
male,Not Black/Hispanic,1,1,0,Chocolate,32000
female,Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,2,0,Strawberry,2500
male,Not Black/Hispanic,1,1,0,Vanilla,16000
female,Not Black/Hispanic,1,1,1,Chocolate,0
female,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,None,20000
male,Not Black/Hispanic,1,0,0,Strawberry,40000
male,Not Black/Hispanic,1,0,0,Strawberry,25000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Vanilla,16000
male,Not Black/Hispanic,1,0,0,Chocolate,0
female,Not Black/Hispanic,1,0,0,Vanilla,0
male,Not Black/Hispanic,1,0,0,Vanilla,30000
male,Not Black/Hispanic,1,0,0,Strawberry,34000
male,Not Black/Hispanic,1,0,0,Vanilla,23000
male,Not Black/Hispanic,1,0,0,Strawberry,0
male,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,0,Strawberry,9000
male,Not Black/Hispanic,1,0,0,Strawberry,36000
male,Not Black/Hispanic,1,0,0,Chocolate,29000
female,Not Black/Hispanic,1,0,0,Strawberry,0
male,Not Black/Hispanic,1,0,0,Chocolate,25000
male,Not Black/Hispanic,1,0,0,Chocolate,38500
male,Not Black/Hispanic,1,0,0,Vanilla,19000
male,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,Chocolate,25000
male,Not Black/Hispanic,1,0,0,Chocolate,30000
female,Not Black/Hispanic,1,1,0,Chocolate,25000
female,Not Black/Hispanic,1,1,0,Vanilla,30000
male,Not Black/Hispanic,1,1,0,Butter Pecan,20000
female,Not Black/Hispanic,1,1,0,Butter Pecan,17000
female,Not Black/Hispanic,1,1,0,Butter Pecan,38500
male,Not Black/Hispanic,1,1,0,Strawberry,0
male,Not Black/Hispanic,1,1,0,Strawberry,17000
male,Not Black/Hispanic,1,1,0,Chocolate,30000
male,Not Black/Hispanic,1,1,0,Chocolate,28000
male,Not Black/Hispanic,1,0,0,Chocolate,30000
female,Not Black/Hispanic,1,1,0,Vanilla,25000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,Vanilla,24000
male,Not Black/Hispanic,1,0,0,Strawberry,50000
female,Not Black/Hispanic,1,0,0,None,25000
female,Not Black/Hispanic,1,0,0,Chocolate,20000
male,Not Black/Hispanic,1,0,0,Strawberry,38000
male,Not Black/Hispanic,1,0,0,Vanilla,25000
female,Not Black/Hispanic,1,1,0,Vanilla,15000
male,Not Black/Hispanic,1,1,0,Strawberry,39000
female,Not Black/Hispanic,1,1,0,Chocolate,26000
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Strawberry,26000
male,Not Black/Hispanic,1,1,0,Chocolate,45000
female,Not Black/Hispanic,1,0,0,Chocolate,10000
female,Not Black/Hispanic,1,0,0,Vanilla,20000
female,Not Black/Hispanic,1,0,0,Chocolate,43000
female,Hispanic,1,0,0,Strawberry,0
female,Not Black/Hispanic,1,0,1,Butter Pecan,12000
male,Not Black/Hispanic,1,0,0,Vanilla,18000
female,Not Black/Hispanic,1,0,0,Vanilla,0
male,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,0,Chocolate,14280
male,Not Black/Hispanic,1,0,0,Vanilla,28000
male,Not Black/Hispanic,1,0,1,Strawberry,30000
male,Not Black/Hispanic,2,0,1,Vanilla,60000
female,Not Black/Hispanic,2,0,0,Strawberry,25000
male,Not Black/Hispanic,2,0,1,Strawberry,0
female,Not Black/Hispanic,2,0,0,Chocolate,8000
male,Not Black/Hispanic,2,1,0,Vanilla,21000
male,Not Black/Hispanic,2,1,0,Vanilla,25000
female,Not Black/Hispanic,2,0,0,Vanilla,0
female,Not Black/Hispanic,2,0,0,Vanilla,23354
female,Not Black/Hispanic,2,0,1,Chocolate,50000
male,Not Black/Hispanic,2,0,1,None,41000
male,Not Black/Hispanic,2,0,0,Strawberry,42000
male,Not Black/Hispanic,2,0,0,Strawberry,6000
male,Not Black/Hispanic,2,0,0,Strawberry,15000
female,Not Black/Hispanic,2,1,0,Chocolate,2000
male,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,20000
female,Not Black/Hispanic,2,1,0,Chocolate,32000
male,Not Black/Hispanic,2,1,0,Vanilla,12000
female,Not Black/Hispanic,2,1,0,Strawberry,20000
female,Not Black/Hispanic,2,1,0,Chocolate,14500
male,Not Black/Hispanic,2,1,0,Chocolate,25000
male,Not Black/Hispanic,2,1,0,Vanilla,800
female,Not Black/Hispanic,2,1,0,Chocolate,14000
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,0,Chocolate,13500
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,0,0,Vanilla,28000
female,Not Black/Hispanic,2,0,0,Strawberry,35000
male,Not Black/Hispanic,2,1,1,Chocolate,20000
male,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Strawberry,16000
male,Not Black/Hispanic,2,1,0,Strawberry,24000
male,Not Black/Hispanic,2,1,0,Strawberry,22000
male,Not Black/Hispanic,2,0,0,None,35000
female,Not Black/Hispanic,2,0,0,Strawberry,17000
female,Not Black/Hispanic,2,0,0,Chocolate,18000
female,Not Black/Hispanic,2,0,0,Chocolate,800
male,Black,2,0,0,Strawberry,0
male,Not Black/Hispanic,2,0,1,Vanilla,12000
male,Not Black/Hispanic,2,0,0,Strawberry,20000
male,Not Black/Hispanic,2,0,0,Vanilla,0
male,Not Black/Hispanic,2,0,0,Chocolate,0
female,Not Black/Hispanic,2,0,0,Strawberry,0
male,Not Black/Hispanic,2,0,0,Chocolate,50000
male,Not Black/Hispanic,2,0,0,Vanilla,26500
female,Not Black/Hispanic,2,0,0,Vanilla,0
male,Not Black/Hispanic,2,0,0,Vanilla,22000
female,Not Black/Hispanic,2,0,0,Chocolate,17000
male,Not Black/Hispanic,2,0,0,Strawberry,24000
male,Not Black/Hispanic,2,0,1,Strawberry,18000
male,Not Black/Hispanic,2,0,0,Strawberry,10000
male,Not Black/Hispanic,2,1,0,Chocolate,54000
female,Not Black/Hispanic,2,1,0,Strawberry,33000
male,Not Black/Hispanic,2,1,1,None,21000
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,12000
male,Not Black/Hispanic,2,1,0,Chocolate,25000
male,Not Black/Hispanic,2,1,0,Vanilla,14000
male,Not Black/Hispanic,2,0,0,Strawberry,40000
female,Not Black/Hispanic,2,0,0,Strawberry,9000
female,Not Black/Hispanic,2,0,0,Chocolate,39000
male,Not Black/Hispanic,2,0,0,Strawberry,50000
male,Not Black/Hispanic,2,0,0,Chocolate,30000
male,Not Black/Hispanic,2,0,0,Strawberry,43000
male,Not Black/Hispanic,2,0,0,Strawberry,30000
male,Not Black/Hispanic,2,0,0,Strawberry,50000
female,Not Black/Hispanic,2,0,0,Chocolate,0
male,Not Black/Hispanic,2,0,0,Vanilla,0
female,Not Black/Hispanic,2,0,0,Chocolate,28000
female,Not Black/Hispanic,2,0,0,Chocolate,4391
female,Not Black/Hispanic,2,0,0,Strawberry,0
male,Not Black/Hispanic,2,0,1,Chocolate,0
female,Not Black/Hispanic,2,0,0,None,40000
female,Not Black/Hispanic,2,0,1,Strawberry,54000
female,Not Black/Hispanic,2,0,0,Strawberry,47000
male,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,39000
male,Not Black/Hispanic,2,1,0,Strawberry,7000
male,Not Black/Hispanic,2,1,0,Strawberry,40000
female,Mixed,2,1,0,Vanilla,12000
male,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Butter Pecan,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,0,None,0
male,Not Black/Hispanic,2,1,0,Vanilla,26000
female,Not Black/Hispanic,2,1,0,Strawberry,0
female,Not Black/Hispanic,2,1,0,Vanilla,33000
female,Not Black/Hispanic,2,1,0,Strawberry,15000
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,0,1,Chocolate,34000
female,Not Black/Hispanic,2,0,0,Chocolate,57000
male,Not Black/Hispanic,2,0,0,Chocolate,0
male,Not Black/Hispanic,2,0,0,None,16000
male,Not Black/Hispanic,2,0,0,Strawberry,38500
female,Not Black/Hispanic,2,0,0,Butter Pecan,0
female,Not Black/Hispanic,2,0,0,Vanilla,0
male,Not Black/Hispanic,2,0,0,Chocolate,45000
male,Not Black/Hispanic,2,0,0,Butter Pecan,30000
female,Not Black/Hispanic,2,0,1,Chocolate,0
male,Not Black/Hispanic,2,0,0,Vanilla,1500
female,Not Black/Hispanic,2,0,1,Butter Pecan,36000
female,Not Black/Hispanic,2,0,0,None,60000
female,Not Black/Hispanic,2,0,0,Chocolate,0
female,Not Black/Hispanic,2,0,0,Chocolate,38650
male,Not Black/Hispanic,2,0,0,Chocolate,50000
female,Not Black/Hispanic,2,0,0,Vanilla,12000
female,Not Black/Hispanic,2,0,0,Chocolate,8000
male,Not Black/Hispanic,2,0,0,Chocolate,17000
male,Not Black/Hispanic,2,0,0,Chocolate,32000
male,Not Black/Hispanic,2,0,0,Vanilla,45000
female,Not Black/Hispanic,2,1,1,Chocolate,12000
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Vanilla,18000
male,Black,2,1,0,Vanilla,15000
male,Black,2,1,0,Butter Pecan,50000
female,Not Black/Hispanic,2,1,0,Vanilla,2500
female,Not Black/Hispanic,3,1,0,Chocolate,0
female,Not Black/Hispanic,3,1,0,Strawberry,0
female,Not Black/Hispanic,3,1,1,Chocolate,0
male,Not Black/Hispanic,2,0,0,Strawberry,17900
male,Not Black/Hispanic,2,0,0,Strawberry,40000
male,Not Black/Hispanic,2,0,0,Strawberry,10000
female,Not Black/Hispanic,2,0,0,Chocolate,12000
male,Not Black/Hispanic,2,0,0,Chocolate,0
male,Not Black/Hispanic,2,0,0,Chocolate,55000
male,Not Black/Hispanic,2,0,0,Vanilla,30241
male,Not Black/Hispanic,2,0,0,Chocolate,65000
male,Not Black/Hispanic,2,0,0,Chocolate,17000
male,Not Black/Hispanic,2,0,0,Strawberry,30000
female,Not Black/Hispanic,2,0,0,Strawberry,0
female,Not Black/Hispanic,2,0,0,Vanilla,19000
male,Not Black/Hispanic,2,0,0,Chocolate,50000
male,Not Black/Hispanic,2,0,0,Vanilla,10000
male,Not Black/Hispanic,2,0,0,Vanilla,800
male,Not Black/Hispanic,2,0,0,Butter Pecan,50000
male,Not Black/Hispanic,2,0,0,None,18000
female,Not Black/Hispanic,2,0,0,Butter Pecan,0
male,Not Black/Hispanic,2,0,0,Vanilla,5000
female,Not Black/Hispanic,2,0,0,Chocolate,9000
female,Not Black/Hispanic,2,0,0,Strawberry,250
female,Not Black/Hispanic,2,0,0,Butter Pecan,37800
male,Not Black/Hispanic,2,0,0,Strawberry,45922
male,Not Black/Hispanic,2,1,1,Chocolate,104353
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Strawberry,15440
male,Not Black/Hispanic,2,1,0,Strawberry,18000
male,Black,2,1,0,Vanilla,27000
female,Black,2,1,0,Chocolate,0
female,Black,2,1,0,Strawberry,35000
male,Black,2,1,0,Strawberry,0
female,Black,2,1,0,Vanilla,0
male,Black,2,1,0,Strawberry,25000
female,Black,2,1,0,Vanilla,35000
female,Black,2,1,0,Strawberry,0
female,Black,2,1,0,Chocolate,21000
female,Not Black/Hispanic,2,0,0,Chocolate,0
female,Not Black/Hispanic,2,0,0,Vanilla,0
male,Hispanic,2,0,0,Chocolate,31000
male,Not Black/Hispanic,2,0,0,Chocolate,29000
female,Not Black/Hispanic,2,0,0,Chocolate,0
male,Not Black/Hispanic,2,0,1,None,35000
male,Not Black/Hispanic,2,0,0,Butter Pecan,68000
male,Not Black/Hispanic,2,0,0,Chocolate,58000
male,Not Black/Hispanic,2,0,0,Vanilla,25000
female,Not Black/Hispanic,2,0,0,Strawberry,42000
male,Hispanic,2,0,0,Vanilla,19000
male,Not Black/Hispanic,2,0,0,Butter Pecan,27000
male,Not Black/Hispanic,2,0,0,Strawberry,9000
male,Not Black/Hispanic,2,0,0,Strawberry,9500
female,Not Black/Hispanic,2,0,0,None,20000
female,Not Black/Hispanic,2,0,0,Strawberry,10500
male,Not Black/Hispanic,2,0,0,Vanilla,28000
male,Not Black/Hispanic,2,0,0,Strawberry,30000
male,Not Black/Hispanic,2,0,0,Strawberry,30000
female,Not Black/Hispanic,2,0,0,Chocolate,20000
female,Not Black/Hispanic,2,1,0,Strawberry,0
female,Hispanic,2,1,0,Butter Pecan,0
male,Not Black/Hispanic,2,1,0,None,0
female,Not Black/Hispanic,2,1,0,None,0
female,Not Black/Hispanic,2,1,0,Chocolate,13000
female,Not Black/Hispanic,2,1,1,Chocolate,25000
female,Not Black/Hispanic,2,1,0,Vanilla,30000
male,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,1,Chocolate,50000
female,Not Black/Hispanic,2,1,1,Strawberry,45000
